substancename,nonproprietaryname,proprietaryname,labelername,producttypename,dosageformname,routename,marketingcategoryname,active_numerator_strength,active_ingred_unit
RICE,Rice,RICE,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
ROBINIA PSEUDOACACIA POLLEN,Locust Black Non Stock,ROBINIA PSEUDOACACIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.05,g
RUMEX ACETOSELLA POLLEN,Dock Sour Sheep Sorrel,RUMEX ACETOSELLA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
RUMEX ACETOSELLA WHOLE,RUMEX ACETOSELLA and RUMEX CRISPUS,SORREL/DOCK MIX,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.05,g
RUMEX CRISPUS POLLEN,Dock Yellow,RUMEX CRISPUS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
RYE,Rye,RYE,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SACCHAROMYCES CEREVISIAE,SACCHAROMYCES CEREVISIAE,SACCHAROMYCES CEREVISIAE,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
SALIX NIGRA POLLEN,Willow Black,SALIX NIGRA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
SALMON,Salmon,SALMON,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SALSOLA KALI POLLEN,Russian Thistle,SALSOLA KALI POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
SAROCLADIUM STRICTUM,SAROCLADIUM STRICTUM,ACREMONIUM STRICTUM,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
SCHINUS MOLLE POLLEN,Pepper Tree California,SCHINUS MOLLE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.05,g
SESAME SEED,Sesame Seed,SESAME SEED,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SHRIMP,Shrimp,SHRIMP,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SOLENOPSIS INVICTA,FIRE ANT,FIRE ANT,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.05,g
SOLIDAGO CANADENSIS POLLEN,Goldenrod,SOLIDAGO CANADENSIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
SORGHUM HALEPENSE POLLEN,Johnson Grass,SORGHUM HALEPENSE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
SOYBEAN,Soybean,SOYBEAN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SPINACH,Spinach,SPINACH,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SQUASH,Squash,SQUASH,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
STEMPHYLIUM SOLANI,STEMPHYLIUM SOLANI,STEMPHYLIUM SOLANI,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
STRAWBERRY,Strawberry,STRAWBERRY,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
STRING BEAN,String Bean Green Bean,STRING BEAN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
SYAGRUS ROMANZOFFIANA POLLEN,Palm Queen Coco Palm,SYAGRUS ROMANZOFFIANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
TANACETUM CINERARIIFOLIUM FLOWER,PYRETHRUM CINERARIIFOLIUM,PYRETHRUM CINERARIIFOLIUM,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
TAXODIUM DISTICHUM POLLEN,Cypress Bald,TAXODIUM DISTICHUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
TEA LEAF,THEA SIRENSIS,THEA SIRENSIS,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
TOMATO,Tomato,TOMATO,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
TRICHOPHYTON MENTAGROPHYTES,TRICHOPHYTON MENTAGROPHYTES,TRICHOPHYTON MENTAGROPHYTES,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
TRITICUM AESTIVUM POLLEN,Wheat Pollen,TRITICUM AESTIVUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
TUNA,Tuna,TUNA,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
TURKEY,Turkey Meat,TURKEY,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
ULMUS AMERICANA POLLEN,Elm American,ULMUS AMERICANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
ULMUS CRASSIFOLIA POLLEN,Elm Cedar,ULMUS CRASSIFOLIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
ULMUS PUMILA POLLEN,Elm Chinese,ULMUS PUMILA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
USTILAGO MAYDIS,CORN SMUT,USTILAGO MAYDIS,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.05,g
USTILAGO TRITICI,LOOSE WHEAT SMUT,USTILAGO TRITICI,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.05,g
VANILLA,Vanilla,VANILLA,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
WATERMELON,Watermelon,WATERMELON,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
WHEAT,Whole Wheat Wheat Grain,WHEAT,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,PERCUTANEOUS,BLA,0.1,g
XANTHIUM STRUMARIUM VAR. CANADENSE POLLEN,Cocklebur,XANTHIUM STRUMARIUM VAR CANADENSE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
ZEA MAYS POLLEN,Corn Pollen,ZEA MAYS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,0.1,g
ACACIA LONGIFOLIA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ACACIA LONGIFOLIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ACER NEGUNDO POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ACER NEGUNDO POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ACER SACCHARUM POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ACER SACCHARUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AGROSTIS GIGANTEA TOP,Allergenic Extracts Alum Precipitated,CENTER-AL - AGROSTIS GIGANTEA,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
ALNUS INCANA SUBSP. RUGOSA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ALNUS INCANA SSP. RUGOSA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AMARANTHUS RETROFLEXUS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AMARANTHUS RETROFLEXUS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AMBROSIA ACANTHICARPA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AMBROSIA ACANTHICARPA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AMBROSIA ARTEMISIIFOLIA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AMBROSIA ARTEMISIIFOLIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
AMBROSIA PSILOSTACHYA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AMBROSIA PSILOSTACHYA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AMBROSIA TRIFIDA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AMBROSIA TRIFIDA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
ARTEMISIA TRIDENTATA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ARTEMISIA TRIDENTATA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ARTEMISIA VULGARIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ARTEMISIA VULGARIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ATRIPLEX WRIGHTII POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ATRIPLEX WRIGHTII POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AVENA SATIVA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - AVENA SATIVA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
BASSIA SCOPARIA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - KOCHIA SCOPARIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
BETULA LENTA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - BETULA LENTA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
BROMUS INERMIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - BROMUS INERMIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
CARYA ILLINOINENSIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - CARYA ILLINOINENSIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
CARYA OVATA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - CARYA OVATA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
CHENOPODIUM ALBUM POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - CHENOPODIUM ALBUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
CORYLUS AMERICANA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - CORYLUS AMERICANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
CYNODON DACTYLON POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - CYNODON DACTYLON POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
DACTYLIS GLOMERATA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - DACTYLIS GLOMERATA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
FAGUS GRANDIFOLIA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - FAGUS GRANDIFOLIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
FESTUCA PRATENSIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - FESTUCA PRATENSIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
FRAXINUS AMERICANA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - FRAXINUS AMERICANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
HOLCUS LANATUS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - HOLCUS LANATUS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
JUGLANS CALIFORNICA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - JUGLANS CALIFORNICA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
JUGLANS NIGRA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - JUGLANS NIGRA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
LOLIUM PERENNE POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - LOLIUM PERENNE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
MORUS RUBRA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - MORUS RUBRA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
OLEA EUROPAEA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - OLEA EUROPAEA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
PASPALUM NOTATUM POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PASPALUM NOTATUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
PHLEUM PRATENSE POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PHLEUM PRATENSE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
PLANTAGO LANCEOLATA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PLANTAGO LANCEOLATA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,1000,[PNU]
PLATANUS OCCIDENTALIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PLATANUS OCCIDENTALIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
PLATANUS RACEMOSA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PLATANUS RACEMOSA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
POA ANNUA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - POA ANNUA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
POA PRATENSIS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - POA PRATENSIS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,20000,[PNU]
POPULUS ALBA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - POPULUS ALBA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
POPULUS DELTOIDES SUBSP. MONILIFERA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - POPULUS DELTOIDES SSP. MONILIFERA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
PROSOPIS JULIFLORA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - PROSOPIS JULIFLORA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
QUERCUS AGRIFOLIA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - QUERCUS AGRIFOLIA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
QUERCUS ALBA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - QUERCUS ALBA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
QUERCUS VIRGINIANA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - QUERCUS VIRGINIANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
RUMEX ACETOSELLA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - RUMEX ACETOSELLA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
RUMEX CRISPUS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - RUMEX CRISPUS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
SALIX NIGRA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - SALIX NIGRA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
SALSOLA KALI POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - SALSOLA KALI POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
SORGHUM HALEPENSE POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - SORGHUM HALEPENSE POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ULMUS AMERICANA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ULMUS AMERICANA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ULMUS PUMILA POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ULMUS PUMILA POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
XANTHIUM STRUMARIUM POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - XANTHIUM STRUMARIUM POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
ZEA MAYS POLLEN,Allergenic Extracts Alum Precipitated,CENTER-AL - ZEA MAYS POLLEN,ALK-Abello Inc,NON-STANDARDIZED ALLERGENIC,INJECTION,SUBCUTANEOUS,BLA,10000,[PNU]
AGROSTIS GIGANTEA POLLEN,Redtop Grass,Redtop Grass/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
ALLERGENIC EXTRACT- ORCHARD GRASS DACTYLIS GLOMERATA,Orchard Grass,Orchard Grass/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
ALLERGENIC EXTRACT- RYEGRASS,Rye Grass,Rye Grass/ Perennial Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
ANTHOXANTHUM ODORATUM POLLEN,Sweet Vernal Grass,Sweet Vernal Grass/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
CYNODON DACTYLON POLLEN,Bermuda Grass,Bermuda Grass/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,10000,[BAU]
DERMATOPHAGOIDES FARINAE,Standardized Mite D. farinae,Standardized Mite D. farinae,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,10000,[AU]
DERMATOPHAGOIDES PTERONYSSINUS,Standardized Mite D. pteronyssinus,Standardized Mite D. pteronyssinus,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,10000,[AU]
FELIS CATUS HAIR,Cat Hair,Cat Hair/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,10000,[BAU]
FELIS CATUS SKIN,Cat Pelt,Cat Pelt/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,10000,[BAU]
FESTUCA PRATENSIS POLLEN,Meadow Fescue Grass,Meadow Fescue Grass/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
HISTAMINE PHOSPHATE,histamine phosphate,Histamine Positive,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,2.75,mg
PHLEUM PRATENSE POLLEN,Timothy,Timothy/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
POA PRATENSIS POLLEN,Kentucky Bluegrass (June),Kentucky Bluegrass (June)/ Standardized,ALK-Abello Inc,HUMAN PRESCRIPTION DRUG,SOLUTION,PERCUTANEOUS,BLA,100000,[BAU]
ARIPIPRAZOLE LAUROXIL,aripiprazole lauroxil,ARISTADA,Alkermes Inc,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAMUSCULAR,NDA,441,mg
NALTREXONE,naltrexone,VIVITROL,Alkermes Inc,HUMAN PRESCRIPTION DRUG,KIT,Follow Instructions on Pack,NDA,None,None
AVOBENZONE,Anti-Dark Moisturizing Cream,PONDS,ALL NATURAL DYNAMICS,HUMAN OTC DRUG,CREAM,TOPICAL,OTC MONOGRAPH FINAL,3,g
ESCITALOPRAM OXYLATE,Escitalopram oxylate,PramLyte,Allegis Pharmaceuticals LLC,HUMAN PRESCRIPTION DRUG,KIT,Follow Instructions on Pack,UNAPPROVED DRUG OTHER,None,None
SPINOSAD,spinosad,Spinosad,Allegis Pharmaceuticals LLC,HUMAN PRESCRIPTION DRUG,SUSPENSION,TOPICAL,NDA,9,mg
TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE HYDROCHLORIDE,HISTEX PD Drops,Allegis Pharmaceuticals LLC,HUMAN OTC DRUG,SYRUP,ORAL,OTC MONOGRAPH FINAL,0.938,mg
BROMPHENIRAMINE MALEATE,Brompheniramine Maleate and Phenylephrine Hydrochloride,Brohist D,Allegis Pharmaceuticals LLC,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH FINAL,4,mg
OXYMETAZOLINE HYDROCHLORIDE,Oxymetazoline Hydrochloride,RHOFADE,Allergan Inc,HUMAN PRESCRIPTION DRUG,CREAM,TOPICAL,NDA,10,mg
LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,Fetzima,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,120,mg
CARIPRAZINE,cariprazine,Vraylar,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,1.5,mg
LEVOMILNACIPRAN HYDROCHLORIDE,LEVOMILNACIPRAN HYDROCHLORIDE,Fetzima,Allergan Inc,HUMAN PRESCRIPTION DRUG,KIT,ORAL,NDA,None,None
CARIPRAZINE,cariprazine,Vraylar,Allergan Inc,HUMAN PRESCRIPTION DRUG,KIT,ORAL,NDA,None,None
NEBIVOLOL HYDROCHLORIDE,nebivolol hydrochloride,Bystolic,Allergan Inc,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,2.5,mg
LINACLOTIDE,linaclotide,Linzess,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,145,ug
NEBIVOLOL HYDROCHLORIDE,nebivolol hydrochloride and valsartan,Byvalson,Allergan Inc,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,5,mg
MEMANTINE HYDROCHLORIDE,memantine hydrochloride and donepezil hydrochloride,Namzaric,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,7,mg
MESALAMINE,mesalamine,Delzicol,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,400,mg
MEMANTINE HYDROCHLORIDE,memantine hydrochloride,Namenda,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,7,mg
MORPHINE SULFATE,morphine sulfate,Kadian,Allergan Inc,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,10,mg
AZELAIC ACID,azelaic acid,AZELEX,Allergan Inc,HUMAN PRESCRIPTION DRUG,CREAM,CUTANEOUS,NDA,0.2,g
